57,58
57,58
56,59
56,59
56,59
56,58
55,57
55,56
54,55
54,55
54,55
54,55
54,55
54,55
53,55
54,55
53,54
65,69
56,"60
"
57,60
56,60
56,60
57,60
57,60
57,60
57,60
57,60
57,60
57,60
57,61
57,61
57,61
58,61
58,61
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,62
58,61
58,61
58,61
54,"57
"
54,57
54,56
54,56
53,56
53,55
53,54
70,72
62,"71
"
62,71
62,71
62,71
62,71
62,71
62,71
62,71
62,71
62,71
62,71
62,"71
"
62,71
62,71
62,71
62,71
62,71
62,71
62,71
62,"71
"
63,72
63,71
63,71
63,71
63,71
63,71
63,71
63,71
63,71
63,72
63,71
63,72
63,72
64,73
64,73
64,73
64,73
64,73
64,73
70,"73
"
62,"73
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
62,"72
"
61,"72
"
62,"72
"
61,"72
"
61,"72
"
61,"71
"
61,"71
"
61,"71
"
61,"71
"
63,"74
"
63,"74
"
63,"74
"
63,"74
"
63,"74
"
63,"74
"
66,"83
"
66,"83
"
66,"82
"
66,"82
"
65,"81
"
65,"81
"
65,"80
"
65,"81
"
65,"81
"
65,"80
"
65,"80
"
65,"80
"
65,"80
"
65,"80
"
65,"80
"
65,"80
"
65,"80
"
64,"79
"
64,"79
"
64,"79
"
64,"80
"
64,"80
"
64,"80
"
64,"81
"
64,"79
"
63,"78
"
63,"78
"
64,"78
"
64,"79
"
64,"79
"
64,"79
"
64,"79
"
64,"80
"
64,"80
"
64,"80
"
64,"80
"
67,"81
"
66,"81
"
64,"81
"
65,"82
"
71,"86
"
65,"83
"
65,"83
"
54,62
55,62
54,62
54,62
54,62
54,62
54,62
54,62
54,62
54,62
54,61
54,61
54,62
54,61
62,77
61,76
61,76
61,76
61,76
61,76
61,76
61,76
61,75
61,76
61,76
61,76
93,136
94,139
96,144
96,147
99,152
100,156
99,157
99,158
100,159
99,157
99,155
97,150
97,149
99,157
98,156
98,156
98,156
98,157
98,157
98,157
98,157
98,156
98,156
97,156
98,156
98,157
98,155
95,149
88,130
71,96
67,90
67,91
67,92
69,93
76,102
82,115
86,124
85,121
77,106
69,94
67,92
67,92
68,93
69,94
70,96
70,96
67,92
67,93
68,94
68,94
68,94
68,93
70,94
72,98
76,103
79,109
82,114
83,117
82,116
79,109
73,97
67,90
66,89
66,88
70,92
73,96
72,93
64,85
64,84
64,84
64,85
65,85
65,85
65,86
65,87
66,88
99,132
95,127
96,129
100,136
105,144
108,152
109,152
106,143
101,145
110,164
111,163
109,158
108,153
119,149
118,143
67,86
67,86
67,86
67,86
68,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,85
67,85
67,85
67,85
67,85
67,85
67,85
67,85
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
66,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,84
67,85
67,85
67,85
67,85
67,85
67,85
68,86
69,86
68,88
70,89
70,89
70,89
71,90
71,90
71,90
71,91
71,91
71,91
71,91
71,90
70,90
70,89
70,88
69,88
69,88
69,87
69,87
69,88
69,88
69,88
69,88
70,88
70,89
70,89
70,89
70,89
70,89
70,90
70,90
70,90
70,90
70,90
70,90
70,89
70,89
70,89
70,90
70,90
70,90
70,90
70,90
70,90
70,90
70,90
70,90
70,90
70,90
70,89
69,89
69,89
69,89
69,88
69,88
69,88
69,88
69,88
69,88
69,88
69,88
69,88
69,88
68,88
69,88
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
67,86
68,87
68,87
68,87
68,87
68,87
68,88
68,88
69,88
69,89
69,89
69,90
69,90
70,90
69,90
69,90
69,90
69,90
69,89
69,89
68,88
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
68,87
69,87
69,89
70,90
70,90
70,90
70,90
70,90
69,90
69,90
69,90
69,89
69,87
68,86
67,87
68,87
68,87
68,87
68,87
68,87
69,88
69,88
69,88
69,88
69,88
69,88
69,88
69,88
69,88
70,88
70,89
70,89
70,90
70,90
71,90
71,90
71,91
71,91
71,91
71,91
71,91
71,91
71,91
71,91
71,91
71,91
70,90
