236,446
239,445
240,444
236,447
235,447
239,445
239,446
239,443
241,440
236,443
231,445
235,443
238,446
237,447
236,441
237,443
232,443
237,441
243,448
241,446
237,443
235,446
233,447
237,439
243,442
239,446
234,444
232,447
232,449
235,450
241,447
242,442
235,443
234,444
362,619
358,600
334,523
338,532
341,532
344,537
345,540
349,543
353,545
353,552
352,548
349,544
350,550
352,551
352,545
345,543
342,547
335,554
339,549
339,549
344,549
346,550
347,551
338,553
338,542
342,548
347,540
349,544
354,541
356,541
350,543
345,538
346,542
348,542
346,540
347,537
344,538
342,540
340,544
343,544
346,543
346,541
344,546
343,540
343,539
345,543
342,538
348,533
349,538
354,536
345,531
348,537
348,541
346,533
339,532
344,531
340,532
341,526
343,524
348,525
340,521
341,506
343,503
345,500
348,495
351,491
346,494
347,492
344,493
347,493
347,492
347,497
333,496
341,498
347,498
337,501
345,495
341,492
339,501
338,503
352,509
341,510
350,507
354,506
351,505
338,502
349,506
356,510
355,510
358,508
357,502
344,510
342,516
333,509
335,507
331,512
334,508
321,517
323,505
329,506
337,560
335,543
304,457
305,459
309,463
307,467
311,468
315,470
315,472
315,480
315,483
320,486
319,494
320,505
318,508
310,504
309,507
315,513
313,520
314,528
317,532
306,529
314,532
319,538
320,534
313,534
322,539
321,543
318,536
318,526
328,537
318,524
319,530
315,531
312,525
311,529
313,517
319,532
320,534
314,525
317,543
310,523
310,514
322,525
320,512
322,515
316,522
310,518
319,517
324,515
326,519
321,519
320,531
305,513
311,521
314,508
318,516
317,517
313,515
308,513
309,518
314,508
323,513
326,515
323,512
319,515
312,509
312,509
317,507
320,506
317,504
316,508
307,500
308,506
308,488
316,490
317,489
316,485
315,501
311,476
315,472
316,474
325,472
320,468
313,479
305,473
309,474
315,474
325,479
323,474
318,481
305,469
307,481
301,477
310,481
319,484
320,478
314,477
314,484
304,480
308,479
313,482
326,487
322,489
314,480
310,481
310,478
317,485
325,488
320,489
324,493
323,505
313,486
313,488
317,487
316,485
316,491
316,494
308,480
308,485
315,492
315,494
313,495
313,493
315,496
315,490
323,490
321,487
320,495
319,498
316,499
315,500
318,491
320,493
314,494
311,495
307,491
307,496
310,498
318,494
317,494
317,496
317,497
312,492
316,498
320,508
322,493
320,484
323,455
316,431
308,441
314,459
320,476
317,484
317,480
314,481
307,477
310,485
315,489
317,495
315,480
319,493
318,491
319,493
322,495
317,480
317,490
321,494
317,491
317,485
315,487
315,484
311,491
307,481
313,487
317,491
313,507
315,487
315,482
319,487
321,487
320,481
319,486
320,491
318,488
315,482
316,492
314,493
310,490
310,484
308,483
312,489
310,488
311,490
310,490
314,487
326,509
320,485
322,490
320,484
321,491
319,495
319,494
317,489
318,506
312,514
314,493
315,502
308,489
314,493
318,500
316,510
314,513
319,520
509,481
523,482
441,412
446,416
450,419
456,422
460,424
463,425
466,427
470,430
476,433
479,430
483,432
486,436
492,437
496,439
492,437
493,440
497,444
496,444
502,448
500,449
485,443
501,455
492,453
491,451
483,448
485,452
488,452
471,457
470,454
453,448
452,451
458,454
441,449
439,455
431,451
422,451
418,448
410,455
402,453
401,454
391,452
388,453
375,451
369,456
370,452
363,451
357,455
351,457
354,467
349,462
331,448
330,452
323,452
318,456
297,457
294,453
303,457
300,456
315,458
311,451
315,456
317,449
325,458
322,455
314,454
312,454
305,451
304,451
304,455
298,455
296,450
293,453
292,451
294,458
295,461
292,456
292,452
294,456
292,450
295,456
295,453
296,451
307,459
305,458
303,451
303,451
304,454
307,454
307,456
308,456
303,446
305,453
315,456
322,452
325,457
322,449
323,452
323,456
323,453
321,451
304,452
301,457
302,458
299,448
302,454
300,453
299,451
302,460
300,455
302,450
303,455
301,454
301,451
301,451
301,453
302,456
301,451
303,456
304,454
303,448
305,454
305,454
303,456
307,456
306,456
304,456
300,450
300,452
298,450
299,456
298,455
294,446
296,451
297,454
301,458
299,454
296,447
300,458
303,460
301,453
303,451
302,454
300,455
297,458
303,457
301,451
306,454
305,456
309,458
307,456
306,453
315,452
315,455
311,457
311,450
313,459
315,458
311,452
312,453
311,453
311,450
316,455
313,456
313,447
309,457
316,469
314,453
310,449
312,453
317,456
315,456
311,453
315,452
313,451
314,451
314,450
316,455
317,457
